id,sunhours per day,is clear_mean,is clear_std,suited for PV,highlight
10267,5.536676412091853,0.2279661463901761,0.4027338278708683,1,False
10268,5.431408387997155,0.21324923154141798,0.39073449624020123,1,True
10270,6.031889914033489,0.2558225597109888,0.41424388894211717,1,True
10281,5.150528146933726,0.21815272656382004,0.3928654412479553,1,False
10282,5.217808669595855,0.21824268120146204,0.3877011292134873,2,False
10289,5.573946831809473,0.23177913145862838,0.3990977122030627,1,False
10291,5.280961496154412,0.21357882638044667,0.39131980163265734,1,False
10305,4.958508236505593,0.1256765304624608,0.31465159320296554,0,False
10309,4.9953239290835,0.19778603836486167,0.38297959307504525,0,False
10312,4.869173925068785,0.18505416710736441,0.37591680366801694,0,False
10315,5.034946915767693,0.15040907304481063,0.34613681096355403,0,False
10321,4.950991095886204,0.21801054396948794,0.3944316849573019,0,False
10325,5.25481568982397,0.18703806193923211,0.3760387112837982,0,True
10338,5.032140710762783,0.1514441993401748,0.3469022753850897,0,False
10348,5.431664944472299,0.22469786412874715,0.401521090038051,1,False
10356,5.667791840178475,0.3422516303732912,0.45701125085617594,1,False
10359,5.24685916268938,0.2244013356251268,0.40218647004784575,1,False
10361,5.533351904473139,0.2232882700348753,0.40282487126954486,1,True
10365,5.3225552756807435,0.25569656683309333,0.41301156429166525,1,True
10368,5.391223718094953,0.24399289091701148,0.41100582295278637,1,False
10376,5.581128855839016,0.20967213908365148,0.39189435186737676,1,False
10379,5.766184072312115,0.17689144609774565,0.369151944932522,0,False
10381,7.0099825779935125,0.2005913498753171,0.38802883099807306,2,False
10382,5.382825151360358,0.18864574564033396,0.37769729901581695,0,True
10384,5.374872445226976,0.1045189651141984,0.2917640533023806,0,False
10385,5.498659793725935,0.1752811175882438,0.36888799954358115,0,True
10393,5.706660273648253,0.19746149794471288,0.3838243777221762,2,False
10396,5.618551278141417,0.21611327555501725,0.3939971762435159,1,False
10400,5.015523193868247,0.1882504464710717,0.378683071035677,0,False
10410,5.075857762989827,0.2454150439567779,0.41612801233789737,1,False
10418,4.612135316390465,0.1761119924023907,0.365837319337099,0,False
10424,5.121552474260409,0.19923487982773339,0.39014099282107595,1,False
10427,4.427399100088801,0.17586203308695805,0.3628520980100401,0,False
10430,4.786946131310007,0.19937864603504282,0.3860314657336195,0,False
10433,4.852134260178148,0.20648937385142418,0.3869740165820919,0,False
10435,5.208336416764424,0.18047038275642244,0.36901103660413637,0,False
10442,4.75257834192339,0.2186052271133421,0.3931609770488959,0,False
10444,4.768679522608947,0.1918068695487041,0.3780526746236828,0,False
10449,5.004390615356317,0.24161697448622801,0.4062327607074779,0,False
10452,4.724599875303517,0.21428394878606663,0.38900415608284966,0,False
10453,4.684033056185588,0.1561526003338258,0.3480024888670354,0,False
10454,5.467229930147361,0.20803086880803312,0.39501117931889396,1,False
10458,5.171630136642169,0.22211150007551253,0.40143473802447344,1,False
10460,5.153504352710128,0.23305208238549444,0.40562113166867003,1,False
10469,5.7046585357800526,0.16468169590721973,0.3604353210404447,0,False
10471,5.101657073382625,0.2217953126675828,0.40427656801728307,1,False
10474,5.435813856443037,0.235702718738427,0.4106916434104027,1,False
10480,5.455318335672369,0.24236696146467432,0.4155602524700453,1,False
10488,5.636230189252448,0.17840934493983665,0.37276328267381925,0,False
10490,5.2964320090591706,0.2117632168147261,0.39612339932485224,1,False
10495,5.680977886130723,0.21796208852513274,0.4009707221727202,1,False
10496,5.412258948783602,0.2114836833078385,0.3956774726634164,1,False
10499,5.663646319471554,0.2103942107169007,0.3963734671493962,1,True
10505,5.152007758785448,0.21527156141611736,0.39902714864488553,1,False
10506,4.826381700467431,0.17320508473604748,0.36366408529101374,0,False
10513,4.977388648614192,0.18748545511140222,0.37741447480068335,0,False
10519,5.312381473699337,0.1807111210673039,0.3707314979755127,0,False
10526,4.764073028490329,0.23933830227100875,0.4069770268012638,0,False
10532,5.048792567398225,0.2708114440014512,0.4222139875499917,1,False
10534,5.01340653635499,0.197060784550481,0.38037788657991684,0,False
10537,5.331181038551725,0.19548315322468499,0.3787294761206998,2,False
10540,5.069809705287114,0.20364679515264253,0.3817482068619215,2,True
10542,4.932755518125446,0.1789457971284297,0.3619253060193299,0,False
10544,5.031196488412252,0.17115008730048364,0.3622121235861481,0,False
10548,4.905013811441855,0.21092279389958277,0.387531512820494,0,False
10552,4.676569560355477,0.16608715005316224,0.3536213513192104,0,False
10554,5.204226784859711,0.171639569997144,0.364938802151716,0,False
10557,4.934398760336246,0.17953277325699335,0.3647232760823917,0,False
10564,5.214410830769979,0.22434449560855893,0.4001894040539065,1,False
10565,5.597318019678073,0.2891207317340622,0.43986115159034694,1,False
10567,5.143951753922064,0.22025064839861055,0.40253784857330716,1,False
10569,4.980504691767831,0.24270157779458287,0.4047061533748563,0,False
10574,4.849555581613409,0.21926708652143334,0.3951590848585506,0,False
10577,5.464758982040408,0.2042178107978471,0.39421842164435167,1,True
10578,4.982342408273482,0.17815347608196028,0.3654720418345257,0,False
10579,5.673080834006036,0.16666107175985115,0.3621866851149032,0,False
10582,5.069697141171447,0.24513819887114963,0.40023910840022775,1,False
10591,5.163599424769768,0.1835942441492726,0.36975439841886026,0,False
10609,5.392742706856275,0.20230900963171305,0.38369508830731297,2,False
10615,5.102596745727088,0.22807801025923982,0.40451751404591785,1,False
10616,5.366708341537511,0.23607314611703498,0.40166105339570096,1,False
10628,5.528885638594747,0.21019696377241762,0.38859327466384713,2,False
10635,4.806586366881587,0.20673136291680808,0.38689193087644863,0,False
10637,5.549386197736911,0.1767776835116975,0.36626069613153467,0,False
10641,5.397153743313994,0.20158331190072817,0.38441610572423085,2,False
10648,5.030378606954572,0.24737401989444194,0.41237761631471415,0,False
10655,5.539732550069364,0.2448043019350652,0.40689495594927866,1,False
10658,5.433740212833059,0.2042709846244233,0.3824817107475528,2,False
10671,5.017484519746302,0.1767502062492513,0.36338171085656956,0,False
10675,5.160125734757755,0.2435457080211276,0.4059989309595438,1,False
10685,4.9138416603152875,0.2027798213517594,0.38019320667915824,0,False
10686,5.106025710922109,0.21573341533796975,0.3864379139211773,2,False
10688,4.934868666774176,0.24228192106172142,0.4025330139865447,0,False
10704,5.392747676441,0.2477460484880294,0.412471968853899,1,False
10706,5.557807223451376,0.21964141880855648,0.3962349022765888,1,False
10708,5.64814636883731,0.19391420397310657,0.38062845977365706,2,False
10724,5.378162800914443,0.22065961396887493,0.399240968357691,1,False
10729,5.60794299317397,0.21780176142370322,0.3972226134953459,1,False
10731,5.6292850853009595,0.2368355362811639,0.3942564124891937,1,False
10733,5.2826162418920015,0.24027441024199406,0.4111331830749372,1,False
10736,5.7814676520793205,0.28377008185261443,0.43123847655716635,1,False
10738,5.85528144791883,0.1735730526609078,0.3671336427788025,0,True
10739,5.771005529706649,0.22027972415738706,0.4018390315063248,1,False
10742,5.454937064505885,0.30538433458489783,0.43796001909117227,1,False
10747,5.276536516035947,0.1936965353072264,0.3797814314005825,2,False
10756,5.318358855101662,0.23396756399501764,0.4043827242394662,1,False
10761,5.743903772059348,0.2200308579096799,0.3985051637385033,1,False
10763,5.723020981603013,0.16707062610371684,0.360042045637158,0,False
10776,4.993054234333941,0.2470832654218809,0.4065515999333594,0,False
10777,5.666312278668695,0.23791947782697306,0.40624423763675516,1,True
10782,5.257168845334443,0.232373380031491,0.4024562616860599,1,False
10788,5.39020545865917,0.2059569044514524,0.3816047366587058,2,False
10791,5.15214847814939,0.18717303906615648,0.38054171196577413,0,False
10796,5.3839571251368055,0.24709848163699252,0.42146524055410794,1,False
10803,5.459458520705025,0.22236779727397196,0.3987604463684879,1,False
10805,5.633451605002406,0.2392155616663402,0.39894800827337146,1,False
10815,5.262572385229394,0.20464002350857727,0.39192776786273914,1,False
10818,5.283571327332326,0.24013379615299688,0.41722869069588214,1,False
10827,5.113311877981842,0.20601602204324002,0.39618847638992266,1,True
10836,5.295215738219118,0.3124710955774567,0.44596931368436515,1,False
10850,5.608650065140438,0.17696619386588872,0.3613997519357135,0,False
10852,5.366939170234868,0.2129560472095496,0.3909400844359224,1,False
10863,5.792757522617308,0.21622007358767306,0.39659016859986695,1,False
10865,5.792822162503416,0.22118631089538943,0.4025209379908956,1,False
10872,5.671473440852257,0.21489031957758822,0.38980868097018023,2,False
10875,5.352066231573417,0.20836102905663137,0.3888468011589276,2,False
10895,5.550207177473166,0.20195737160748026,0.38571443993198073,2,False
10908,4.962644772219032,0.2706479506441993,0.43143236036738214,0,False
10929,5.763259801312516,0.20600993924604086,0.3832720596565475,2,False
10945,5.763994333100622,0.2514028045062302,0.4210715224809911,1,False
10946,5.37860426068496,0.2648071389515668,0.4292442862741875,1,False
10947,6.743047386686367,0.10361067903228298,0.2847154251815999,0,False
10948,4.739901075002172,0.2445584157491767,0.4229606714176708,0,False
10961,5.600835199760129,0.19509275598459652,0.38708405955747177,2,False
10962,5.757843036171575,0.22152201932273963,0.408645975576924,1,False
10963,4.921419746892417,0.22970549419849284,0.41589969002229593,0,False
10982,5.385486495926346,0.2177385726208936,0.4020432808297955,1,False
